NAME,CATEGORY,CODE,UNIT COST,SELLING PRICE,QTY,UNIT,REORDER_LEVEL,SUPPLIER,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18
SWITCH HI/LOW BIG,CONTROLS,L,₱8.00,₱30.00,27,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH HI/LOW SML,CONTROLS,L,₱8.00,₱30.00,60,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH HORN,CONTROLS,L,₱8.00,₱30.00,81,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH HORN BEAT,CONTROLS,NF,₱15.00,₱80.00,27,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH ON/OFF,CONTROLS,V,₱7.00,₱30.00,43,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH SL W/ HAZARD ,CONTROLS,BS,₱20.00,₱80.00,42,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH STARTER BIG,CONTROLS,L,₱8.00,₱30.00,50,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH STARTER SML,CONTROLS,L,₱8.00,₱30.00,149,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH TOGGLE BLU,CONTROLS,NS,₱10.00,₱50.00,10,PC,0,NA,,,,,,,,,,,,,,,,
SWITCH TOGGLE ORG,CONTROLS,BS,₱20.00,₱80.00,9,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT ASSY SMASH115,LIGHTS,BFS,₱250.00,₱480.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT ASSY SMOK CLICK,LIGHTS,NNBS,"₱1,120.00","₱1,650.00",2,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT ASSY TMX,LIGHTS,NZS,₱160.00,₱380.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT COVER W100/100R BLK,FAIRINGS,VF,₱75.00,₱150.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT COVER W100/100R RED,FAIRINGS,VF,₱75.00,₱150.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT COVER XRM110 BLK,FAIRINGS,EX,EX,₱80.00,3,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT COVER XRM125 BLK,FAIRINGS,NMS,₱140.00,₱280.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TAIL LIGHT COVER XRM125 RED,FAIRINGS,NMS,₱140.00,₱280.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TANK CAP CROSSPEE GB994,ACCESSORIES,VF,₱75.00,₱195.00,7,PC,0,NA,,,,,,,,,,,,,,,,
TANK COVER XRM125/TRINITY BLK,FAIRINGS,NQS,₱130.00,₱280.00,3,PC,0,NA,,,,,,,,,,,,,,,,
TANK COVER XRM125/TRINITY BLU,FAIRINGS,NQS,₱130.00,₱280.00,4,PC,0,NA,,,,,,,,,,,,,,,,
TANK COVER XRM125/TRINITY RED,FAIRINGS,NQS,₱130.00,₱280.00,3,PC,0,NA,,,,,,,,,,,,,,,,
TANK COVER/CONSOLE W100 BLK,FAIRINGS,BQS,₱230.00,₱450.00,3,PC,0,NA,,,,,,,,,,,,,,,,
TENSIONER 99/88 RACING MIOI125,ENGINE,LS,₱80.00,₱200.00,4,PC,0,NA,,,,,,,,,,,,,,,,
TENSIONER SHARKKING CT100,ENGINE,LF,₱85.00,₱180.00,5,PC,0,NA,,,,,,,,,,,,,,,,
TENSIONER SHARKKING MIO,ENGINE,LS,₱80.00,₱200.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TENSIONER SHARKKING SMASH,ENGINE,LS,₱80.00,₱200.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TENSIONER SHARKKING WAVE125,ENGINE,LS,₱80.00,₱200.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TENSIONER SHARKKING XRM,ENGINE,LS,₱80.00,₱200.00,1,PC,0,NA,,,,,,,,,,,,,,,,
THROTTLE PIPE XRM WHITE,CONTROLS,NJ,₱19.00,₱30.00,58,PC,0,NA,,,,,,,,,,,,,,,,
TIRE BLACK KING SFON,LUBE&FLUIDS,MF,₱45.00,₱85.00,10,PC,0,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST 48P 110/70-13,WHEELS,NBLS,"₱1,280.00","₱1,500.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST 48P 110/70-13,WHEELS,NBJS,"₱1,290.00","₱1,500.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST 62S 110/80-14,WHEELS,NFQS,"₱1,530.00","₱1,750.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST DUAL SPORT 110/70-13,WHEELS,NQZS,"₱1,360.00","₱1,700.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST DUAL SPORT 130/70-13,WHEELS,NLBM,"₱1,824.00","₱2,300.00",4,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 100/80-14 48S,WHEELS,NQBS,"₱1,320.00","₱1,650.00",4,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 100/80-17 52P,WHEELS,NBLM,"₱1,284.00","₱1,650.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 120/70-14 55P,WHEELS,NZLS,"₱1,680.00","₱2,100.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 120/70-17 58S,WHEELS,BSLS,"₱2,080.00","₱2,500.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 130/70-13,WHEELS,NZLS,"₱1,680.00","₱2,100.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 140/70-14 62S,WHEELS,BNVS,"₱2,170.00","₱2,500.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 80/90-14 40P,WHEELS,JNF,₱915.00,"₱1,200.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 90/80-14 43S,WHEELS,NSMS,"₱1,040.00","₱1,300.00",4,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL BEAST FLASH 90/80-17 46P,WHEELS,NBMS,"₱1,240.00","₱1,550.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL CST C6501 90/90-14,WHEELS,NNJQ,"₱1,193.00","₱1,500.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL CST C6502 90/90-12 54J,WHEELS,NNMF,"₱1,145.00","₱1,450.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL CST C6577 100/80-14,WHEELS,NNLV,"₱1,187.00","₱1,500.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL CST C6577 90/80-14 43P,WHEELS,NSCM,"₱1,004.00","₱1,250.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL CST C6577F 70/90-17 38P,WHEELS,NNBV,"₱1,127.00","₱1,350.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL CST C65MS 80/90-14,WHEELS,LJB,₱892.00,"₱1,200.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL CST CM502 3.50-10 51J,WHEELS,NBQF,"₱1,235.00","₱1,550.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL DELI 50J S224 90/90-10,WHEELS,NNQZ,"₱1,136.00","₱1,400.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL IREACH 90/90-14,WHEELS,NMFS,"₱1,450.00","₱1,650.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS 100/80-17 M6233W 52P,WHEELS,BNQS,"₱2,130.00","₱2,500.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS 60/80-17 M6161W 27P,WHEELS,LNS,₱810.00,"₱1,050.00",4,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS 70/80-17 M6161W 35P,WHEELS,JBN,₱921.00,"₱1,150.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS 80/80-17 M6161W 41P,WHEELS,NSFS,"₱1,050.00","₱1,350.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS M6161W 46P 90/80-17,WHEELS,NQFF,"₱1,355.00","₱1,600.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS M6234W 62H 130/70-17,WHEELS,QQNL,"₱3,318.00","₱4,100.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS M6234W 66H 140/70-17,WHEELS,QQLQ,"₱3,383.00","₱4,300.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAG1 38S 70/90-17,WHEELS,NQJJ,"₱1,399.00","₱1,650.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAG1 43P 80/80-14,WHEELS,NBFS,"₱1,250.00","₱1,550.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAG1 43P 80/80-14,WHEELS,NBSM,"₱1,204.00","₱1,500.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAG1 48P 100/80-14,WHEELS,NVNF,"₱1,715.00","₱2,150.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAV6 34P 70/90-14,WHEELS,NBBS,"₱1,220.00","₱1,500.00",4,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAV6 40P 80/90-14,WHEELS,NBFZ,"₱1,256.00","₱1,550.00",5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAV6 46P 90/90-14,WHEELS,NVFS,"₱1,750.00","₱2,100.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS MAV6 46P 90/90-14,WHEELS,NZLL,"₱1,688.00","₱2,100.00",5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS VICTRA S98 110/70-12 47L,WHEELS,NSCL,"₱1,008.00","₱1,280.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS VICTRA S98 120/70-12 51L,WHEELS,NSJL,"₱1,098.00","₱1,380.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS VICTRA S98 53P 110/80-14,WHEELS,BNNS,"₱2,110.00","₱2,500.00",2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL MAXXIS VICTRA S98 68S 140/70-14,WHEELS,BJSQ,"₱2,903.00","₱3,500.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TL QUICK PHOENIX 130/70-13,WHEELS,NVNS,"₱1,710.00","₱2,300.00",1,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT CST 60/80-17 C6161 27P,WHEELS,VMS,₱740.00,₱880.00,5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT CST 70/80-17 C6161 35P,WHEELS,LZS,₱860.00,₱990.00,3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT CST 80/80-17 C6161 41P,WHEELS,NSCS,"₱1,000.00","₱1,200.00",5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT CST 90/80-17 C6161 46P,WHEELS,NNFS,"₱1,150.00","₱1,380.00",3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT IZUMI SPECIAL 2.50-17,WHEELS,MMF,₱445.00,₱600.00,4,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT IZUMI SPECIAL 2.75-17,WHEELS,FFS,₱550.00,₱680.00,4,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT IZUMI SPECIAL 2.75-17,WHEELS,FZS,₱560.00,₱690.00,2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 45/90-17,WHEELS,QZS,₱360.00,₱500.00,2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 50/100-17,WHEELS,MNS,₱410.00,₱580.00,3,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 60/80-17,WHEELS,QQF,₱335.00,₱480.00,2,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 70/80-17,WHEELS,MQS,₱430.00,₱580.00,5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 70/80-17,WHEELS,MSC,₱400.00,₱580.00,15,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 80/80-17,WHEELS,MVS,₱470.00,₱600.00,5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 80/80-17,WHEELS,MZF,₱465.00,₱600.00,5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT LEO LAZER 80/90-17,WHEELS,FLS,₱580.00,₱720.00,5,PC,1,NA,,,,,,,,,,,,,,,,
TIRE TT POWER TIRE 3.00-17,WHEELS,VFL,₱758.00,₱900.00,2,PC,1,NA,,,,,,,,,,,,,,,,
TOP GASKET AMCO MIOI125,ENGINE,MS,₱40.00,₱150.00,5,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET AMCO W125,ENGINE,QF,₱35.00,₱120.00,10,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET AMCO W125,ENGINE,QF,₱35.00,₱150.00,5,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET AMCO XRM110,ENGINE,QF,₱35.00,₱150.00,3,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET CSL MIO,ENGINE,FS,₱50.00,₱150.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET FORTUNE MOTORCYCLE LIFAN110,ENGINE,MS,₱40.00,₱120.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET KRS W100,ENGINE,FS,₱50.00,₱120.00,10,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET MAKOTO SMASH115,ENGINE,JJ,₱99.00,₱180.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET MAKOTO TMX155 STEEL,ENGINE,VM,₱74.00,₱180.00,4,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET MAKOTO VEGA FORCE FI,ENGINE,VF,₱75.00,₱180.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET OTAKA BEAT,ENGINE,ZL,₱68.00,₱180.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET YAMAHA NMAX,ENGINE,NBZ,₱126.00,₱180.00,9,PC,0,NA,,,,,,,,,,,,,,,,
TOP GASKET YAMAHA NMAX/AEROX,ENGINE,FM,₱54.00,₱150.00,6,PC,0,NA,,,,,,,,,,,,,,,,
TOP/CENTER COVER W100 BLK,FAIRINGS,NLS,₱180.00,₱350.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TOP/CENTER COVER W100 BLU,FAIRINGS,NLS,₱180.00,₱350.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TOP/CENTER COVER W100 RED,FAIRINGS,NLS,₱180.00,₱350.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TORQUE DRIVE BEARING LAZX MIO SPORTY,CVT/TRANSMISSION,JS,₱90.00,₱190.00,2,PC,0,NA,,,,,,,,,,,,,,,,
TORQUE DRIVE BEARING LAZX MIO125,CVT/TRANSMISSION,JS,₱90.00,₱190.00,5,PC,0,NA,,,,,,,,,,,,,,,,
TORQUE DRIVE BEARING MCRACING CLICK/BEAT/GY6/NMAX/AEROX,CVT/TRANSMISSION,JS,₱90.00,₱190.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TORQUE DRIVE BEARING PITSBIKE AEROX/NMAX/MIO125,CVT/TRANSMISSION,NFF,₱155.00,₱280.00,3,PC,0,NA,,,,,,,,,,,,,,,,
TORQUE DRIVE CLICK125,CVT/TRANSMISSION,LFS,₱850.00,"₱1,350.00",1,PC,0,NA,,,,,,,,,,,,,,,,
TORQUE DRIVE MRTR BEATFI K44,CVT/TRANSMISSION,LSC,₱800.00,"₱1,250.00",6,PC,0,NA,,,,,,,,,,,,,,,,
TORQUE DRIVE MRTR MIO SPORTY,CVT/TRANSMISSION,LSC,₱800.00,"₱1,250.00",3,PC,0,NA,,,,,,,,,,,,,,,,
TPS SENSOR EASTAR NMAX/AEROX,SENSOR,NQQ,₱133.00,₱450.00,10,PC,0,NA,,,,,,,,,,,,,,,,
TPS SENSOR LAXZ NMAX,SENSOR,ZJF,₱695.00,"₱1,100.00",1,PC,0,NA,,,,,,,,,,,,,,,,
TPS SENSOR LAZX MIO M3,SENSOR,QSF,₱305.00,₱600.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TPS SENSOR MCRACING CLICK125/150V1V2/BEATFI/SCOOPY/W110,SENSOR,QSF,₱305.00,₱600.00,1,PC,0,NA,,,,,,,,,,,,,,,,
TPS SENSOR SPD GENIO/BEATFI V4,SENSOR,NJS,₱190.00,₱450.00,4,PC,0,NA,,,,,,,,,,,,,,,,
TPS SENSOR SPD MIOI125/SOUL125,SENSOR,NJS,₱190.00,₱450.00,3,PC,0,NA,,,,,,,,,,,,,,,,
TRAPO,MISC,B,₱2.00,₱5.00,120,PC,0,NA,,,,,,,,,,,,,,,,
U-BOX COVER W100 BLK,FAIRINGS,QFS,₱350.00,₱650.00,3,PC,0,NA,,,,,,,,,,,,,,,,
U-BOX COVER XRM125/TRINITY BLK,FAIRINGS,NQS,₱130.00,₱380.00,3,PC,0,NA,,,,,,,,,,,,,,,,
U-BOX W100 BLK,FAIRINGS,MLS,₱480.00,₱950.00,2,PC,0,NA,,,,,,,,,,,,,,,,
U-BOX XRM125/110/RS125 BLK,FAIRINGS,MLS,₱480.00,₱950.00,2,PC,0,NA,,,,,,,,,,,,,,,,
VALVE SEAL PITSBIKE AEROX/NMAX/MIO125 M3 4PCS,ENGINE,NFS,₱150.00,₱300.00,10,SET,0,NA,,,,,,,,,,,,,,,,
VALVE SEAL PITSBIKE SNIPER135/MX/150 4PCS,ENGINE,NFS,₱150.00,₱300.00,4,SET,0,NA,,,,,,,,,,,,,,,,
VALVE SPRING PITSBIKE AEROX155,ENGINE,QSC,₱300.00,₱550.00,4,PC,0,NA,,,,,,,,,,,,,,,,
VALVE SPRING PITSBIKE MIO125I,ENGINE,BSC,₱200.00,₱450.00,1,PC,0,NA,,,,,,,,,,,,,,,,
VENDIX KIT CSL XRM,IGNITION,QF,₱35.00,₱100.00,18,SET,0,NA,,,,,,,,,,,,,,,,
VOLT METER GLOBAL,GAUGES,JS,₱90.00,₱200.00,10,PC,0,NA,,,,,,,,,,,,,,,,
VS1 BIG,LUBE&FLUIDS,NLS,₱180.00,₱250.00,10,PC,0,NA,,,,,,,,,,,,,,,,
VS1 SML,LUBE&FLUIDS,NQS,₱130.00,₱180.00,42,PC,0,NA,,,,,,,,,,,,,,,,
WINGS COVER TRINITY XRM110 BLK,FAIRINGS,BZS,₱260.00,₱500.00,1,PC,0,NA,,,,,,,,,,,,,,,,
WINGS COVER TRINITY XRM110 RED,FAIRINGS,BZS,₱260.00,₱500.00,1,PC,0,NA,,,,,,,,,,,,,,,,
WINGS COVER TRINITY XRM125 BLU,FAIRINGS,BVS,₱270.00,₱550.00,1,PC,0,NA,,,,,,,,,,,,,,,,
WINGS COVER TRINITY XRM125 RED,FAIRINGS,BVS,₱270.00,₱550.00,1,PC,0,NA,,,,,,,,,,,,,,,,
WINGS COVER WAVE W100 BLK,FAIRINGS,ZBS,₱620.00,₱950.00,5,PC,0,NA,,,,,,,,,,,,,,,,
WINGS COVER WAVE W100 BLU,FAIRINGS,ZBS,₱620.00,₱950.00,3,PC,0,NA,,,,,,,,,,,,,,,,
WINGS COVER WAVE W100 RED,FAIRINGS,MFS,₱450.00,₱850.00,4,PC,0,NA,,,,,,,,,,,,,,,,
WINKER LAMP BEAT110,LIGHTS,QBS,₱320.00,₱550.00,1,PC,0,NA,,,,,,,,,,,,,,,,
WINKER LAMP MIO AMORE,LIGHTS,BJS,₱290.00,₱550.00,1,PC,0,NA,,,,,,,,,,,,,,,,
WINKER LAMP SMASH115,LIGHTS,BBS,₱220.00,₱450.00,1,PC,0,NA,,,,,,,,,,,,,,,,
WIRE DOUBLE,ELECTRICAL,NS,₱10.00,₱35.00,39.5,METER,0,NA,,,,,,,,,,,,,,,,
WIRE SINGLE BLK,ELECTRICAL,V,₱7.00,₱25.00,34,METER,0,NA,,,,,,,,,,,,,,,,
WIRE SINGLE RED,ELECTRICAL,V,₱7.00,₱25.00,15.5,METER,0,NA,,,,,,,,,,,,,,,,
,,,"₱1,186,399.50","₱2,089,430.00",,,,,,,,,,,,,,,,,,,,
